gene	logFC	P.Value	adj.P.Val
PCBP2	2.07038141639078	0.00954959907253911	0.0349483928282535
ZNF692	2.06981683671208	0.00955249298391786	0.0349528708133354
JPX	1.95736969113122	0.00955714673567886	0.0349637854179748
CCP110	2.46329044738047	0.00956239282210137	0.0349768628203624
ZNF639	2.12182208787547	0.00956762032957429	0.0349898677065137
MCM9	2.16757148951016	0.00957101850338357	0.0349923249536614
MIR5047	2.23099797805232	0.00957163662595613	0.0349923249536614
TIGD5	2.12761590559485	0.00959771839130295	0.0350815467347433
GEN1	2.27301345115772	0.00960748036948726	0.0351099880092946
BIVM	2.23101884625704	0.00960982579460419	0.0351099880092946
CHL1	2.89919720528827	0.00961079008724033	0.0351099880092946
HIVEP1	2.47701685015539	0.00961221070941646	0.0351099880092946
RPS15	1.83586998288435	0.00962207354683718	0.0351367284215913
SAMD3	2.29283756094199	0.00962288973449965	0.0351367284215913
LRRC37A	2.69566376507618	0.00963139434262004	0.0351616465480927
B3GAT2	2.48767577527438	0.00963316059171594	0.0351619603248296
FANCL	2.31304224741302	0.00963527536689814	0.0351635459239118
LRRC40	2.29989511835473	0.00965028176200466	0.0351920033923631
GRIA1	2.75609598212405	0.00965039635284194	0.0351920033923631
FAM27A	2.23328360465676	0.00965093942553695	0.0351920033923631
TMEM139	2.8096421952223	0.00965192831730761	0.0351920033923631
BAZ2A	2.11556557659398	0.00965227006617677	0.0351920033923631
TULP4	2.5462058065438	0.00965316350340076	0.0351920033923631
ANKRD17	2.4480780287333	0.00966407366104739	0.0352214585200516
CCT6A	2.36855758477765	0.0096646093291664	0.0352214585200516
FLJ42102	2.40960623016529	0.0096666820066326	0.0352228778810367
HNRNPK	2.11814119482394	0.00967906505419852	0.035261858517437
DARS2	2.07667192009726	0.00968186472566987	0.0352621880813221
RASSF10	2.07551304811729	0.00968286254356952	0.0352621880813221
SNORD80	2.20979656567149	0.00968421078578601	0.0352621880813221
HNRPDL	2.18781306485743	0.00969146414616879	0.0352810397616777
RPS15AP10	3.26779457329074	0.00969276008744552	0.0352810397616777
DPP4	2.81868541864337	0.00969582293941731	0.0352853327953686
AIMP2	2.2917596786708	0.00969731190414628	0.0352853327953686
EPRS	2.2585634466802	0.00970681575107081	0.0353137737146919
CTPS	2.49446182379349	0.00970907006127487	0.0353158352341801
HAUS2	2.21293161758158	0.00971932502482573	0.0353469926085338
WDR33	2.07465249726211	0.00972787558254607	0.0353719416925038
SYT16	3.76511495349928	0.00973169547821892	0.035379683734748
CCNB1	3.18727800569562	0.00973834603101247	0.0353855376258128
TXLNA	2.0392018400581	0.00974011178106161	0.0353855376258128
OTUD4	2.37855115086652	0.00974105914392298	0.0353855376258128
PRKRIR	2.01313307700892	0.00974185569431662	0.0353855376258128
STH	2.97410188266507	0.00974198898625732	0.0353855376258128
SMARCA1	2.13971148516917	0.00974345158176112	0.0353855376258128
VWA2	2.5014584325327	0.00974653029678967	0.0353882116650928
ART5	2.04446637513907	0.00974861851624636	0.0353882116650928
BHLHA15	3.09002055757592	0.00974926121806651	0.0353882116650928
MIR7-3HG	-2.50977787728915	0.00975295409944857	0.0353954764975825
TPRKB	2.02570371770617	0.00976462765277292	0.035431697288352
OPN4	-4.30079170482867	0.00977406792238701	0.0354598032843049
FAM66D	2.63317108265599	0.009784726330043	0.0354923181110209
ASAH2B	2.82182169850419	0.00978898954474411	0.0355016282865365
DBX2	-3.07923379903508	0.00979583764464763	0.035514557009345
HIST3H2BB	3.29709791351917	0.00979605777752894	0.035514557009345
NOP2	2.0933268360572	0.00979911366809858	0.035514557009345
PID1	2.17447457532977	0.00979934302647224	0.035514557009345
AKAP8L	2.1095219558203	0.0098085092409224	0.0355369931715267
DVL3	2.14493464676243	0.00980893016146124	0.0355369931715267
ARHGAP20	3.30139773511406	0.00981129804778227	0.0355394188935246
HAPLN3	1.88432906717562	0.00982247783692747	0.0355737575658609
LZTS1	2.09730339547899	0.00983150905335419	0.0356003042828326
MICAL3	2.10876159131957	0.00983868204905696	0.0356201142834889
H6PD	1.95398726709112	0.00984279496759363	0.0356259303524471
B4GALT3	2.04893642961931	0.00984369345779647	0.0356259303524471
NEDD4	1.85366626454286	0.00984564512841106	0.0356268320866557
LY6G5B	2.06195551510378	0.00985445624678204	0.0356512438939228
TPP2	2.29845586420539	0.00985579881135159	0.0356512438939228
SPSB3	2.01352771772833	0.00986705384484888	0.0356857878944535
SEC63	2.11583998278861	0.0098744468548273	0.0357063547406456
RASA4	2.59419757076155	0.00987958079641025	0.0357145765641598
RPS21	1.84554655645813	0.00988140058239531	0.0357145765641598
ERLIN1	1.98877459743619	0.00988184069131633	0.0357145765641598
DCTN4	2.15370253466515	0.00988366799920579	0.0357150123556174
OTUD6B	2.153255086488	0.00988657493128179	0.0357190656947158
ZNF500	2.11546967257028	0.00988820355392759	0.0357190656947158
GRK5	2.03632418344965	0.0098905828105203	0.0357214939407918
PRPF4	2.16651349491764	0.00989629063949241	0.0357359409701498
CWF19L2	1.92365746765826	0.00990911710831498	0.0357760843010006
ANKFY1	2.05650432080807	0.00991315110287819	0.0357844747246557
ADAM7	2.23808183922204	0.00992130881536504	0.0358027515394854
OXT	2.12694059464698	0.00992163605932695	0.0358027515394854
LINC00487	3.26911830735254	0.00992587754126533	0.0358118816256066
DCTPP1	2.08622376065893	0.00992811466841119	0.0358137782367131
ECT2L	1.90295699616277	0.00993014706922174	0.0358149358101576
LIMK2	1.88499573265891	0.00993418889461487	0.0358232515837054
SLC38A2	2.25175519912528	0.00993587652641813	0.0358232515837054
LOC100127983	1.8991889255065	0.00994024931744949	0.0358328436204906
FOXP2	2.82299562370184	0.00994406674482468	0.0358404307099899
WDR36	2.32237290705882	0.00994867536832223	0.0358508663264183
CDK8	2.38120411707318	0.00995090825884764	0.0358514039454824
ZNF529	2.26844438100449	0.00995225105224636	0.0358514039454824
UPK1A	2.87382945891542	0.00995478741912852	0.0358520051019237
RBAK	2.01280738025247	0.00995679676194309	0.0358520051019237
FUT9	2.06484219348332	0.00995755775840489	0.0358520051019237
CRYAB	-2.54642579322586	0.00996243451004309	0.0358631835931066
EXOSC10	2.06373140213634	0.00996409009893538	0.0358631835931066
EPX	2.52107077238321	0.00996662280792396	0.0358661305036314
CSNK2A1P	2.34978154804757	0.00996935242263668	0.0358697848686546
METTL17	1.99692426679397	0.00997641714895318	0.0358854988325038
ZNF434	1.97889041504491	0.00997714958460799	0.0358854988325038
PGGT1B	1.84775307338308	0.00998194012844845	0.0358965593964448
HBP1	2.03946681748092	0.00998614992261809	0.035905137585737
PRUNE	2.24406074885983	0.00998935668522168	0.035905137585737
PWP1	2.24479357656702	0.00998947295346272	0.035905137585737
C16orf54	-1.87547971223244	0.00999249529480975	0.035909832824865
ZNF544	2.30980795522981	0.0100057506811161	0.0359512944287493
GINS3	2.09515639679127	0.0100076878060583	0.0359520815501417
CHST6	-1.99832558902594	0.0100094201838314	0.0359521329843558
EYA4	-2.50297524073911	0.0100173063241861	0.0359742838750502
YTHDF3	2.30368725623282	0.0100229160770028	0.0359882535736721
CEP120	2.3780072724832	0.0100251758199066	0.0359901920067534
MIR637	2.13488950863177	0.0100297201093127	0.0359995288701399
RPS6KA5	2.11839885012157	0.0100312172819357	0.0359995288701399
C2orf63	2.17428704809653	0.0100342879652299	0.0360043741358712
ZFP1	2.34467599985701	0.0100394068173365	0.0360165655853908
NUP50	2.50287119445513	0.0100433113066423	0.0360243970522447
SEC61G	1.95305727247651	0.0100463655093714	0.0360247860806323
PTPN9	2.01953168929155	0.010047305304175	0.0360247860806323
SRSF4	2.06525606164554	0.0100485843616864	0.0360247860806323
HIRA	2.0673803531755	0.0100538754104465	0.0360375808220287
INCENP	2.58563219242531	0.0100758019741818	0.0361082051681453
ZNF233	2.89285321710645	0.0100770294457598	0.0361082051681453
MAP4K5	2.11900237750644	0.0100856332117497	0.0361328472160717
TTC21B	2.30476040540168	0.0100938057793593	0.0361559362784786
NOXRED1	2.36925133291832	0.0100958990457564	0.0361572451534313
C18orf1	2.58016242716208	0.0100988420659876	0.0361615963505913
VEZT	2.30873414184324	0.0101073827768713	0.0361859866533463
PI4KAP1	1.88920690225166	0.0101134358407124	0.0362014639758379
PTK6	2.06901193697203	0.0101163704839148	0.0362057753970243
SLC16A14	2.70041267937312	0.0101234260862811	0.03622024421367
APH1A	1.86459873677139	0.0101238750074432	0.03622024421367
CCT3	2.132612242069	0.0101301127468753	0.0362363656993354
SLC22A20	2.21057854650834	0.0101338458200947	0.0362435237790638
TARDBP	2.09635091206248	0.0101512346664265	0.0362904136085859
SDR9C7	2.23599550906481	0.0101512357573261	0.0362904136085859
TMEM39B	2.02895954407489	0.0101521590970401	0.0362904136085859
PHLDA1	2.10670118905732	0.0101552409327326	0.0362952300185076
SNORD75	2.48647720621243	0.0101599471594577	0.0363058494294419
SMARCD3	2.04387231513905	0.0101665270698648	0.0363227916026335
GPIHBP1	-2.54675372709434	0.0101697519217237	0.0363227916026335
ARRDC4	1.92022624112582	0.0101698956322197	0.0363227916026335
MCOLN2	-2.53577677124987	0.0101734198942843	0.0363291782777805
LOC100505540	2.19498750024038	0.0101752008424538	0.0363293384796432
MUM1L1	-3.17269025475597	0.0101776737745074	0.036331968851133
GUSBP11	2.08033940504989	0.0101817916546417	0.0363404694124222
NPNT	2.03746359077902	0.0101873093944279	0.0363418798054248
ZNF30	2.18281212508707	0.0101875660280114	0.0363418798054248
ZUFSP	2.3017306002978	0.0101885292050405	0.0363418798054248
HEATR3	2.477530212295	0.010191599570654	0.0363418798054248
TFDP1	1.87326606798804	0.0101929322742647	0.0363418798054248
ACADL	2.03375882291959	0.0101939688371429	0.0363418798054248
CAMKV	2.74619081684521	0.0101944974210282	0.0363418798054248
LOC441204	2.09669887249371	0.010196080299037	0.0363418798054248
FAM200A	2.18847361604252	0.0102234103282626	0.036433086602388
RILP	-2.01745940016953	0.0102275338909573	0.0364367755672194
SPAG6	-2.86767801243484	0.0102279279213345	0.0364367755672194
KIAA1826	1.98176570769399	0.0102342560500983	0.0364529237521755
LOC284023	1.86508289084392	0.0102364704603221	0.0364529237521755
HPGDS	3.2309728921553	0.010237686748138	0.0364529237521755
COPG2	2.31407536230038	0.0102463485896245	0.03647420729841
SEPN1	1.83352357233187	0.0102471501819436	0.03647420729841
ECEL1	2.02610134905885	0.0102556425358119	0.0364914209529604
DSCR6	2.33107382245631	0.0102564373779927	0.0364914209529604
C8orf77	1.86924543677335	0.0102578001288772	0.0364914209529604
SCNN1B	2.04309433898166	0.0102589615533913	0.0364914209529604
MEMO1	2.14414081700772	0.0102607609414442	0.0364916185351226
WDR16	-2.92642942446053	0.0102654040727718	0.0365014202446788
ZNF175	2.18646452153904	0.0102684899391954	0.0365014202446788
TMEM184C	2.26460061735438	0.0102687499273834	0.0365014202446788
NOP14	2.29077813378394	0.0102787492655608	0.0365264665575035
EIF2AK3	2.18699623919892	0.0102799625882519	0.0365264665575035
TRPM7	2.17588680561738	0.0102811973029255	0.0365264665575035
C12orf33	2.34078927100949	0.0102843455322302	0.0365264665575035
CDRT15P1	3.07627289683196	0.0102866806339257	0.0365264665575035
ODZ1	2.81154785128011	0.0102885377241587	0.0365264665575035
RAD9A	2.00943019525527	0.0102909844482785	0.0365264665575035
FGD5-AS1	1.88827806609076	0.0102911471991912	0.0365264665575035
LOC100652759	2.66411047975788	0.0102915056304617	0.0365264665575035
CNPPD1	2.05003014208244	0.0102936790946504	0.0365279852017388
LOC401431	2.08498923416699	0.0103005521056036	0.0365461772400578
LOC100507466	-1.96538806300515	0.0103034303151481	0.036550192028274
C7orf26	2.17557832436094	0.010311867497905	0.0365739219086712
MPHOSPH10	2.17353086621931	0.0103185534162977	0.0365914334501688
KIAA0319	2.31468516049624	0.0103277466024143	0.0366178287702679
SLC41A2	2.73218792948859	0.010357317018542	0.036705682903004
CNKSR3	2.47469349747817	0.0103576863011666	0.036705682903004
DSP	2.24285625152956	0.0103577873240103	0.036705682903004
ATXN7	2.12841602191274	0.0103611754324801	0.036709308365882
GABPB2	1.94884715287186	0.0103623188625282	0.036709308365882
PIAS4	2.28669954881509	0.0103709727394342	0.0367337467070753
RRAS2	2.2158631152798	0.0103753840253278	0.0367431521600963
TRPV4	2.08343280596878	0.0103783336123733	0.0367473788785995
CHIC2	1.90426718828722	0.0103845241260039	0.0367630776282792
C20orf20	2.11196815421881	0.0103884295442196	0.0367663881453356
TAF1D	2.45326537191276	0.0103891728585524	0.0367663881453356
TMEM106C	1.96756658716946	0.0103907301678063	0.0367663881453356
BRD8	2.11098054971877	0.0103926254328906	0.0367668773979154
SLC25A45	-2.44784344979086	0.0104002781774729	0.036778398626443
NELL2	3.51906863647624	0.0104010375434353	0.036778398626443
CHD6	2.26501907471707	0.0104026018343858	0.036778398626443
PPIL2	2.22961535388823	0.0104029122369261	0.036778398626443
GPR114	2.05043644109166	0.0104095704367924	0.0367950328773163
UBTD1	-1.89610518305255	0.0104112894452929	0.0367950328773163
AGPAT2	-2.11045485069749	0.0104135357892846	0.0367950328773163
GPD2	1.9546923922561	0.0104146506610123	0.0367950328773163
HARBI1	2.32798166017539	0.0104191705805644	0.0368045486346111
RABL2B	2.20648446744284	0.0104222937763118	0.0368045486346111
CLDN18	2.89394134665791	0.010422620434326	0.0368045486346111
CRIPAK	2.25460956747102	0.0104261986150392	0.0368109721981288
SLC38A9	2.17174212115396	0.0104290230134774	0.0368147327226767
MIR302C	1.99242664116664	0.0104358979604286	0.0368327881126545
DCP2	2.48329686719122	0.010437949729787	0.0368338172083513
THSD1P1	2.21552049350971	0.0104418889927505	0.0368393475756504
THAP6	1.9846882183677	0.0104430378389926	0.0368393475756504
C1orf55	1.93527141315245	0.0104496489588698	0.0368564561121371
ZNF804A	3.2902028854704	0.0104517634819632	0.036857701823991
KANSL3	2.01093203098392	0.0104568464683776	0.0368613504095872
ZDHHC2	2.21895975944577	0.0104580170419211	0.0368613504095872
YY1	2.21735906638911	0.0104580826427277	0.0368613504095872
PI4K2B	1.80068051848974	0.0104643757775528	0.0368773202292136
PPP1R8	2.04520812961675	0.0104701075655394	0.0368873036858419
GNAZ	2.49686999265836	0.0104707342011804	0.0368873036858419
LOC100506123	2.48475366759013	0.0104826329658983	0.0369168088134578
IGF2R	2.05033131254235	0.0104829054238046	0.0369168088134578
EFHD2	-2.50414394135375	0.0104844019295795	0.0369168088134578
CBLL1	2.43351553036963	0.0105004855109167	0.0369672206933787
NR6A1	2.40374814038498	0.0105030145749843	0.0369699046250836
CA5A	-2.5906536718408	0.0105049514654875	0.036970503593473
DIMT1	2.0578373937633	0.0105106569815771	0.0369843632077488
LOC80054	-2.09254168468538	0.0105124974845111	0.0369846204372695
SARNP	2.01912224846226	0.0105246087536778	0.0370210056781748
SNRPD1	2.00414459749879	0.010527526888972	0.037025046668677
SLC19A2	2.105503435363	0.0105314656043539	0.0370326750523794
LSM14A	1.89177685459493	0.0105344498917979	0.0370369453017073
FCGR3B	-2.66694488382627	0.0105381991362025	0.0370439030949392
RASL11B	2.9273574527634	0.0105400360280818	0.0370441373738057
SLC12A6	2.43029371176177	0.0105466081128375	0.0370610111451279
FGFR1OP	2.45062789589359	0.0105493663310474	0.0370644794901776
HTR1A	3.51876139343068	0.0105525060731697	0.0370692869040036
TMEM155	-3.70946719400865	0.0105559261634832	0.0370702233008531
SHROOM3	2.14788620623702	0.0105563156193149	0.0370702233008531
BRD2	2.1002536502444	0.0105641365112616	0.0370914631937351
TAB2	1.99055082687517	0.0105685196274436	0.0370950056407552
LOC729799	1.98303298289997	0.0105686907975811	0.0370950056407552
RAD51D	2.19445152238816	0.0105711324121566	0.0370973531539141
LOC100130987	2.31970623104603	0.0105742984434674	0.037102241654594
MED21	2.15711007607182	0.0105767267398294	0.0371045404455441
SF3A3	2.18639831804923	0.010585505172683	0.0371255790701716
GTF2E2	2.15428215785533	0.0105875501850734	0.0371255790701716
SIGLEC16	2.17984886007947	0.0105880462530242	0.0371255790701716
NUP98	2.0695200680003	0.0105938921611999	0.0371398538055401
ANP32C	2.8742206558352	0.0105970137220482	0.0371445743965798
C14orf38	3.56965428319514	0.0106006187768505	0.0371509878620623
SYNGAP1	2.74351753255884	0.0106082605152139	0.0371715437946024
SNORA69	2.24827794583318	0.0106137401915307	0.0371845182065914
IGIP	-2.06393828008443	0.010643489924658	0.0372825025382312
MFNG	1.88669634372087	0.0106463477509208	0.0372862716377857
IQUB	2.23239357602011	0.0106484900707802	0.0372875340062159
DPF1	2.48051512335693	0.0106542065241524	0.0372906091796657
ATP5L2	1.99242664116664	0.0106550622381806	0.0372906091796657
HECA	2.17228834892033	0.0106557246981214	0.0372906091796657
LOC100506178	1.93980925145273	0.0106623126525015	0.0372906091796657
LOC100134015	2.59976054050731	0.0106623350722824	0.0372906091796657
EIF3M	2.12360457881219	0.0106688218881502	0.0372906091796657
LYPLA1	1.99739823233214	0.0106729003764066	0.0372906091796657
HDAC4	2.28427346557475	0.0106746005062004	0.0372906091796657
RBM25	2.23967482667069	0.0106797887986574	0.0372906091796657
SMC2	2.3418935484526	0.0106799954895146	0.0372906091796657
MTERF	2.03914046931872	0.0106807327740668	0.0372906091796657
MAPKAPK5	2.12541479145374	0.0106862435999277	0.0372906091796657
PIGN	2.00285380037455	0.0106866879674943	0.0372906091796657
C6orf132	2.55725406211487	0.0106906835384292	0.0372906091796657
FBXL12	1.93116985629254	0.0106909645249272	0.0372906091796657
SLC25A29	1.89837118399862	0.0106921850768159	0.0372906091796657
NUP214	2.22466331917773	0.0106930885099409	0.0372906091796657
TPT1	1.87080978379776	0.0106944271848207	0.0372906091796657
CHRDL1	2.07941511656953	0.0106985075387164	0.0372906091796657
ZNF670-ZNF695	1.83061769877656	0.0106992649103848	0.0372906091796657
LIPF	1.83061769877656	0.0106992649103848	0.0372906091796657
TAS2R40	1.83061769877656	0.0106992649103848	0.0372906091796657
KRT79	-1.83061769877656	0.0106992649103848	0.0372906091796657
SERPINB13	-1.83061769877656	0.0106992649103848	0.0372906091796657
NCOR1P1	-1.83061769877656	0.0106992649103848	0.0372906091796657
MC3R	-1.83061769877656	0.0106992649103848	0.0372906091796657
CIDEC	-1.83061769877656	0.0106992649103848	0.0372906091796657
MSH5	1.83061769877656	0.0106992649103848	0.0372906091796657
SLC10A5	2.40335738323353	0.0107054202293212	0.0373017464748777
YBEY	2.12683182629336	0.0107060254863861	0.0373017464748777
SKI	2.09748403654429	0.0107117201875123	0.0373153748366708
FAM186A	2.60245164068587	0.0107156456059406	0.0373215718344943
KCNJ5	2.39613058336704	0.0107170660973658	0.0373215718344943
BCS1L	1.9947047209497	0.0107236089564743	0.0373381432650885
CPSF7	2.04364211528027	0.0107291378368043	0.0373496028935379
LIX1	-1.8591768613836	0.0107304698746034	0.0373496028935379
BHLHE40	-2.27832793853716	0.0107324366072981	0.0373502358962779
CTXN3	-3.33564422516668	0.0107465819102041	0.0373879471891731
MUS81	1.94648996795753	0.0107468461408237	0.0373879471891731
ZNF169	2.52707540780783	0.0107521121383645	0.037400049635541
SPATS2	2.68434094150204	0.010754045405117	0.0374005574451516
TAF11	2.07371018659067	0.0107591222177648	0.0374018215006797
ZNF99	2.21913923426393	0.010760795175886	0.0374018215006797
INTS2	2.09656313830271	0.0107637316254667	0.0374018215006797
BANF1	1.90298247270264	0.0107649218208355	0.0374018215006797
AHCTF1	2.14940543711444	0.0107652695851812	0.0374018215006797
SHISA6	1.99365179861484	0.010766578621353	0.0374018215006797
STAB1	2.58206492258066	0.0107669202293843	0.0374018215006797
UNG	1.89236929954495	0.0107731497787607	0.0374129545287065
FNTB	2.36599993988953	0.0107737008501379	0.0374129545287065
RELA	1.88721590108507	0.0107849840915478	0.0374456250915496
MIR4793	1.88128539659157	0.0107883132069944	0.0374456250915496
SUMO2	1.95682866672777	0.0107884771899528	0.0374456250915496
FAM98B	2.31294927109371	0.0107986352529727	0.0374658934549641
PCDHA12	3.1792704274113	0.0107998590679967	0.0374658934549641
SPIRE2	2.13554595751718	0.0108000522997912	0.0374658934549641
TMCO3	1.81153524325158	0.0108014783147185	0.0374658934549641
EXT2	2.030165182699	0.0108254140027006	0.0375426936394618
DLG2	2.54928759408431	0.0108280895691159	0.0375457501778491
LOC728431	-2.13152682476244	0.0108318422517258	0.0375525399204132
CHRNA10	2.45819205518085	0.010846580974178	0.0375974082268757
AJUBA	2.13727198338292	0.0108510031224581	0.0376065073435835
MLLT10P1	2.45842075286634	0.0108555465274769	0.0376119563846099
IRAK3	1.85292978204203	0.010856170150198	0.0376119563846099
OAF	-2.1592110528338	0.0108649679897553	0.0376306241021512
MED14	2.28938256087545	0.0108651548707444	0.0376306241021512
SAFB	2.27214871744223	0.0108683829023029	0.0376355751470445
VIM	2.06842981960382	0.0108728417518477	0.0376447859859639
HCRT	2.32575997449997	0.0108771545874298	0.0376534883203567
XPO4	2.19870279532248	0.0108898573071614	0.0376892731415637
ZNF526	2.2649762214129	0.0108916199540017	0.0376892731415637
KCNJ6	3.71115093226465	0.0108928951524504	0.0376892731415637
L1CAM	3.26277159287143	0.0109003057709928	0.0377086788830874
AMOTL2	2.21341908176396	0.0109074829366106	0.0377272707324817
ZBTB20-AS1	2.25162916738782	0.0109133649808706	0.037741377555726
TMEM150C	2.69862304302827	0.0109182541892848	0.0377485578771655
POGLUT1	2.11770312891478	0.0109190490696016	0.0377485578771655
FNDC3A	2.0592202855458	0.0109236932468534	0.0377583754350272
SPHKAP	3.43163372610325	0.0109276825620445	0.0377625248842771
DDX18	2.05630034172115	0.0109285028528712	0.0377625248842771
STK40	1.94358348678084	0.0109381840107769	0.0377897372642426
RASD2	-2.19313619223258	0.0109555828814528	0.0378435997651505
LPAR1	-1.97747652774374	0.0109615038598676	0.037851660310812
GTF3C5	2.02453687866095	0.0109615340477645	0.037851660310812
COL6A1	1.82317444322965	0.0109646125707631	0.0378560439953453
CCDC39	2.33497171243618	0.0109695258636155	0.0378667598518672
VN1R1	2.42456448653467	0.010976310579204	0.0378794429368084
USP28	2.16736510029785	0.0109782246916178	0.0378794429368084
MOB1B	2.07120416808739	0.0109787707374794	0.0378794429368084
TBCEL	2.08646871741822	0.0109804406410532	0.0378794429368084
CUL4A	2.01991086942622	0.0110004227527779	0.0379369865511804
LOC440354	2.12644120379612	0.0110007471276194	0.0379369865511804
MORC3	2.09387757466178	0.0110048496936919	0.0379448813132637
CENPT	2.06078367572726	0.0110110449972145	0.0379595554687402
LOC728613	1.95394293664381	0.0110127335014203	0.0379595554687402
MAGEA8	2.54311887335987	0.0110218148428668	0.037984601021382
SYNPO2L	1.87201584361691	0.01102767559324	0.0379967873636522
GRB14	2.15997899199452	0.0110289824355741	0.0379967873636522
ZNF767	2.04019723396682	0.0110359791916714	0.0380135770991371
ZC3H14	2.11091566430331	0.0110374889828136	0.0380135770991371
CLK2	2.11277103394454	0.0110449077575944	0.0380258874816183
TGIF1	2.24449552884766	0.0110471345109089	0.0380258874816183
RNASEH1	2.22905571581037	0.0110484356569675	0.0380258874816183
ZNF835	2.32574373342589	0.0110498743162998	0.0380258874816183
BICD2	2.23141840142067	0.0110501491816745	0.0380258874816183
ZCCHC24	-1.86862619032449	0.0110559341135787	0.0380343638065378
HLTF	2.1170985165987	0.0110590298398637	0.0380343638065378
B7H6	3.35410936964893	0.0110603269050029	0.0380343638065378
DCAF10	2.28095452270011	0.0110611664428196	0.0380343638065378
MRPL44	2.15558823222176	0.0110617001876416	0.0380343638065378
SLC25A1	1.91328417447958	0.0110673460398717	0.0380475247626672
THEM5	-2.64180202771379	0.0110722512810122	0.0380581357270796
LOC100506668	2.07135054758341	0.0110913325404193	0.0381136440064335
CSNK2B	2.01365741134057	0.0110965016146715	0.0381136440064335
PPAN	2.15876980648295	0.011098605269836	0.0381136440064335
CCNI	2.44496732642152	0.0110994468228362	0.0381136440064335
BOD1L	2.3846742692721	0.0110997838667492	0.0381136440064335
ZNF222	2.14314351119971	0.011100598150977	0.0381136440064335
BDH2	-2.09926005548429	0.0111026889219358	0.0381136440064335
UBE2R2	2.16119498740926	0.0111029711298489	0.0381136440064335
SLC5A8	3.5312019232091	0.011108237034029	0.0381254663234528
NRIP1	2.34648582584773	0.0111105346029026	0.0381270985733583
AGAP5	2.21836572262986	0.0111198288698772	0.0381527363389163
C6orf163	2.00729763829905	0.0111218150780163	0.0381532954627161
DTX1	1.91148648384671	0.0111282554948004	0.0381691320249457
LOC100506233	2.01525900673455	0.0111417196558602	0.0382090503963506
OPHN1	1.83557697531127	0.0111437338773915	0.0382096960705055
SLC16A4	1.7752875369846	0.0111461318306543	0.0382116570590222
RNF222	2.21333462142637	0.0111493880402969	0.0382165592352584
CAMK4	2.7824243029738	0.011155697682009	0.0382319242865577
FAM86B1	2.31533234743149	0.0111623745480604	0.0382453201575028
PAPD7	2.48536052790143	0.0111632617567632	0.0382453201575028
PHEX	1.91007030054213	0.0111658565780104	0.0382479480686602
NUDCD1	2.38561978758105	0.0111828198783308	0.0382997853967185
KIF3B	2.26118499228186	0.0111919616006582	0.0383221570349235
CHMP7	2.12036595912634	0.0111938003442129	0.0383221570349235
OXCT2	-2.30389719395745	0.0111948459311138	0.0383221570349235
LEPREL2	1.92009877711861	0.0112026228352783	0.0383378280822148
PPIL4	1.97732252116698	0.0112041014960183	0.0383378280822148
SNORA37	2.10730936496245	0.0112053055948029	0.0383378280822148
BTG3	2.07491434074856	0.0112067520968607	0.0383378280822148
GCM2	2.72973878001702	0.011212479213132	0.0383511507051326
LXN	1.90427938882639	0.0112192231672976	0.0383679463962853
ILKAP	1.91967276371025	0.0112218687042908	0.038370722958495
SLC7A3	2.71899980361305	0.0112239129531154	0.0383714429761302
ANO3	-3.19138422449661	0.0112337215517243	0.0383987025794483
SETX	2.14067720701386	0.0112358729839453	0.038399784102897
LOC100507266	2.22014378878012	0.0112550397486567	0.03845900747557
MGEA5	2.21742573964454	0.0112578277433998	0.038462253609532
YIPF7	1.84864325636182	0.0112685379780293	0.0384925605171793
PCDHB14	2.23565263974987	0.0112715147897077	0.0384964449958257
CCDC67	2.49728436544323	0.0112740481795703	0.038497805871037
TBP	2.26241005941951	0.0112755926686221	0.038497805871037
TRADD	-1.85434432609457	0.0112820757372088	0.038511692583914
STK4	2.2377112995343	0.0112833406877557	0.038511692583914
KCTD20	2.00540070405428	0.011287328115777	0.0385149826071793
TCP1	2.35793542011916	0.0112879856795293	0.0385149826071793
TCEANC2	1.85255626769169	0.0112923049310355	0.038523438700171
GTPBP8	2.07889941819311	0.0112955087231591	0.0385280872927184
FAM111A	2.28611076278882	0.011302078392581	0.0385442132404089
UTP14A	2.15607335650458	0.011311178203969	0.0385603407198533
SLC37A4	2.04006859426125	0.0113114563970933	0.0385603407198533
FOXN2	2.07371267920261	0.0113123354525079	0.0385603407198533
LOC100505624	2.65832937066398	0.0113224433387517	0.0385885096590745
GDI2	2.1393380561118	0.0113321705334964	0.0386153721843258
TSC2	2.20692769032467	0.01134097913108	0.0386390962710812
LGALS8	2.54051041117294	0.0113468702496322	0.0386528743030771
ZNF585B	2.13091303380032	0.0113501322465395	0.0386576932602677
DIO1	2.49514227572341	0.0113673414251489	0.0387100059662597
AGTPBP1	2.72347991746429	0.0113750404989986	0.038724701771004
TRIM3	2.36506280461418	0.0113760934890274	0.038724701771004
CEP192	2.14989584231335	0.0113788768183115	0.038724701771004
S1PR3	2.01644258803953	0.0113805124309895	0.038724701771004
KCNK17	-2.19897838079574	0.011380909676559	0.038724701771004
SEPT3	2.36350680826186	0.0113854143555166	0.0387337312312697
TTC37	2.39023650634642	0.0114009171154986	0.0387801676786286
NCAPD2	2.29577927081179	0.0114127951382924	0.0388142615088425
MAP3K1	1.82771299270474	0.0114165641667451	0.0388207705156495
